c2788	HP Ontology	HP:0003852	Normal density transverse bands in metaphyses of the upper limbs	Normal density transverse bands in metaphyses of the upper limbs	
c2789	HP Ontology	HP:0003853	Sclerosis with transverse striations in metaphyses of the upper limbs	Sclerosis with transverse striations in metaphyses of the upper limbs	
c2790	HP Ontology	HP:0003854	Sclerosis of metaphyses of the upper limbs	Increased bone density in wide portion of the upper limb bones	
c2791	HP Ontology	HP:0003855	Spurred metaphyses of the upper limbs	Spurred wide portion of upper limb bone	
c2792	HP Ontology	HP:0003856	Upper limb metaphyseal widening	Wide/broad metaphyses of the upper limbs, Broad wide portion of upper limb bone	
c2793	HP Ontology	HP:0003858	Cortical diaphyseal irregularity of the upper limbs	Cortical diaphyseal irregularity of the upper limbs	
c2794	HP Ontology	HP:0003859	Cortical diaphyseal thickening of the upper limbs	Cortical diaphyseal thickening of the upper limbs	
c2795	HP Ontology	HP:0003860	Diaphyseal sclerosis of the upper limbs	Increased bone density in central part of long bone of upper limbs	
c2796	HP Ontology	HP:0003861	Broad diaphyses of the upper limbs	Wide diaphyses of the upper limbs, Wide shaft of long bone of the upper limbs, Broad shaft of long bone of the upper limbs	
c2797	HP Ontology	HP:0003862	Absent humerus	Absent long bone in upper arm, Aplastic humerus, Aplasia of the humerus	
c2798	HP Ontology	HP:0003863	Angulated humerus	Angulated long bone in upper arm	
c2799	HP Ontology	HP:0003864	Bifid humerus	Notched long bone in upper arm	
c2800	HP Ontology	HP:0003865	Bowed humerus	Bowing of the humerus, Humeral bowing, Bowed long bone in upper arm	
c2801	HP Ontology	HP:0003866	Coarse humeral trabeculae	Coarse humeral trabeculae	
c2802	HP Ontology	HP:0003867	Humeral cortical irregularity	Humeral cortical irregularity	
c2803	HP Ontology	HP:0003868	Humeral cortical thickening	Humeral cortical thickening	
c2804	HP Ontology	HP:0003869	Humeral cortical thinning	Humeral cortical thinning	
c2805	HP Ontology	HP:0003870	Crumpled humerus	Crumpled long bone in upper arm	
c2806	HP Ontology	HP:0003871	Deformed humerus	Deformed long bone in upper arm	
c2807	HP Ontology	HP:0003872	Humeral exostoses	Humeral exostoses	
c2808	HP Ontology	HP:0003874	Humerus varus	Humerus varus	
c2809	HP Ontology	HP:0003875	Humeral lytic defects	Lytic defects of the humerus	
c2810	HP Ontology	HP:0003876	Osteoporotic humerus	Osteoporotic humerus	
c2811	HP Ontology	HP:0003877	Oval transradiancy of humerus	Humeral oval transradiancy	
c2812	HP Ontology	HP:0003878	Periosteal new bone of humerus	Periosteal new bone of humerus	
c2813	HP Ontology	HP:0003879	Humeral pseudarthrosis	False joint (long bone in upper arm)	
c2814	HP Ontology	HP:0003880	Sclerotic foci of the humerus	Humeral sclerotic foci	
c2815	HP Ontology	HP:0003881	Humeral sclerosis	Sclerosis of humerus, Increased bone density in long bone of upper arm	
c2816	HP Ontology	HP:0003882	Slender humerus	Slender long bone of upper arm	
c2817	HP Ontology	HP:0003883	Tapered humerus	Tapered long bone of upper arm	
c2818	HP Ontology	HP:0003884	Triangular humerus	Triangular long bone of upper arm	
c2819	HP Ontology	HP:0003885	Undermodeled humerus	Undermodeled humerus	
c2820	HP Ontology	HP:0003886	Wide humerus	Broad humerus, Wide long bone of upper arm	
c2821	HP Ontology	HP:0003887	Abnormal humeral head morphology	Abnormal head of long bone in upper arm, Abnormality of the humeral heads	
c2822	HP Ontology	HP:0003888	Flattened humeral heads	Flattended head of long bone in upper arm	
c2823	HP Ontology	HP:0003889	Abnormal deltoid tuberosity morphology	Abnormality of the deltoid tuberosities	
c2824	HP Ontology	HP:0003890	Prominent deltoid tuberosities	Prominent deltoid tuberosities	
c2825	HP Ontology	HP:0003891	Abnormality of the humeral epiphysis	Abnormality of the humeral epiphyses, Abnormality of end part of the long bone of the upper arm	
c2826	HP Ontology	HP:0003892	Absent humeral epiphyseal ossification	Absent maturation of end part of long bone in upper arm, Absent ossification of the humeral epiphyses	
c2827	HP Ontology	HP:0003893	Advanced ossification of the humeral epiphysis	Accelerated maturation of end part of long bone in upper arm	
c2828	HP Ontology	HP:0003894	Delayed humeral epiphyseal ossification	Delayed maturation/delayed ossification of the humeral epiphyses	
c2829	HP Ontology	HP:0003895	Flattened humeral epiphyses	Flattened end part of long bone in upper arm	
c2830	HP Ontology	HP:0003896	Irregular humeral epiphyses	Irregular end part of long bone in upper arm	
c2831	HP Ontology	HP:0003897	Irregular ossification of the humeral epiphyses	Irregular ossification of the humeral epiphyses	
c2832	HP Ontology	HP:0003898	Large humeral epiphyses	Large end part of long bone in upper arm	
c2833	HP Ontology	HP:0003899	Round humeral epiphyses	Round end part of long bone in upper arm	
c2834	HP Ontology	HP:0003900	Small humeral epiphyses	Small end part of long bone in upper arm	
c2835	HP Ontology	HP:0003901	Stippled calcification of the humeral epiphyses	Stippled calcification of the humeral epiphyses	
c2836	HP Ontology	HP:0003902	Epiphyseal stippling of the humerus	Stippled ossification of the humeral epiphyses	
c2837	HP Ontology	HP:0003903	Broad humeral epiphyses	Wide humeral epiphyses, Wide end part of long bone in upper arm	
c2838	HP Ontology	HP:0003904	Wide epiphyses of the upper limbs	Broad epiphyses of the upper limbs, Wide end part of upper limb bones	
c2839	HP Ontology	HP:0003905	Abnormality of the humeral epiphyseal plate	Abnormality of the humeral epiphyseal plate	
c2840	HP Ontology	HP:0003906	Broad humeral epiphyseal plate	Wide humeral epiphyseal plate	
c2841	HP Ontology	HP:0003907	Abnormal humeral metaphysis morphology	Abnormality of the humeral metaphyses, Abnormality of the wide portion of the long bone in upper arm	
c2842	HP Ontology	HP:0003908	Corner fracture of metaphysis	Bucket handle fracture, Metaphyseal corner fracture	
c2843	HP Ontology	HP:0003909	Cortical subperiosteal resorption of humeral metaphyses	Cortical subperiosteal resorption of humeral metaphyses	
c2844	HP Ontology	HP:0003910	Enlarged humeral metaphyses	Enlarged wide portion of long bone of upper arm, Expanded humeral metaphyses	
c2845	HP Ontology	HP:0003911	Flared humeral metaphysis	Wide/broad humeral metaphysis, Flared wide portion of long bone of upper arm	
c2846	HP Ontology	HP:0003912	Frayed humeral metaphyses	Frayed humeral metaphyses	
c2847	HP Ontology	HP:0003913	Humeral metaphyseal irregularity	Irregular humeral metaphyses, Irregular wide portion of long bone in upper arm	
c2848	HP Ontology	HP:0003914	Irregular ossification of humeral metaphyses	Irregular bone maturation of the wide portion of the long bone in upper arm	
c2849	HP Ontology	HP:0003915	Lytic defects of the humeral metaphysis	Lytic defects of the humeral metaphysis	
c2850	HP Ontology	HP:0003916	Normal-density transverse humeral bands	Normal-density transverse humeral bands	
c2851	HP Ontology	HP:0003917	Pointed humeral metaphysis	Pointed wide portion of long bone of upper arm	
c2852	HP Ontology	HP:0003918	Sclerotic humeral metaphysis	Hardening of wide portion of long bone of upper arm, Stiffening of wide portion of long bone of upper arm	
c2853	HP Ontology	HP:0003919	Sclerotic humeral metaphysis with longitudinal striations	Sclerotic humeral metaphysis with longitudinal striations	
c2854	HP Ontology	HP:0003920	Sloping humeral metaphysis	Sloping metaphysis of long bone of upper arm	
c2855	HP Ontology	HP:0003921	Laterally sloping humeral metaphysis	Laterally sloping metaphysis of long bone of upper arm	
c2856	HP Ontology	HP:0003922	Spurred humeral metaphysis	Spurred metaphysis of long bone of upper arm	
c2857	HP Ontology	HP:0003923	Square humeral metaphysis	Square metaphysis of long bone of upper arm	
c2858	HP Ontology	HP:0003924	Stippled calcification of humeral metaphysis	Speckled calcification in metaphysis of long bone of upper arm	
c2859	HP Ontology	HP:0003926	Abnormal humeral diaphysis morphology	Abnormality of the humeral diaphysis, Abnormality of shaft of long bone in upper arm	
c2860	HP Ontology	HP:0003927	Cortical irregularity of humeral diaphysis	Cortical irregularity of humeral diaphysis	
c2861	HP Ontology	HP:0003928	Cortical thickening of humeral diaphysis	Cortical thickening of humeral diaphysis	
c2862	HP Ontology	HP:0003929	Ground glass opacity of humeral diaphysis	Ground glass opacity of humeral diaphysis	
c2863	HP Ontology	HP:0003930	Lytic defects of humeral diaphysis	Humeral diaphyseal lysis	
c2864	HP Ontology	HP:0003931	Periosteal new bone of humeral diaphysis	Periosteal new bone of humeral diaphysis	
c2865	HP Ontology	HP:0003932	Sclerotic foci of humeral diaphysis	Sclerotic foci of humeral diaphysis	
c2866	HP Ontology	HP:0003933	Sclerosis of humeral diaphysis	Increased bone density in shaft of long bone in upper arm	
c2867	HP Ontology	HP:0003934	Slender humeral diaphysis	Slender shaft of long bone in upper arm	
c2868	HP Ontology	HP:0003935	Wide humeral diaphysis	Broad humeral diaphysis, Broad shaft of long bone in upper arm, Wide shaft of long bone in upper arm	
c2869	HP Ontology	HP:0003938	Synostosis involving the elbow	Bone fusion involving the elbow	
c2870	HP Ontology	HP:0003939	Humeroulnar synostosis	Humeral ulnar synostosis	
c2871	HP Ontology	HP:0003940	Osteoarthritis of the elbow	Osteoarthritis of the elbow	
c2872	HP Ontology	HP:0003941	Stippled calcification of the elbow	Stippled calcification of the elbow	
c2873	HP Ontology	HP:0003942	Synovial chondromatosis of the elbow	Synovial chondromatosis of the elbow	
c2874	HP Ontology	HP:0003943	Abnormality of the joint spaces of the elbow	Abnormality of the joint spaces of the elbow	
c2875	HP Ontology	HP:0003944	Narrow joint spaces of the elbow	Narrow joint spaces of the elbow	
c2876	HP Ontology	HP:0003945	Irregular articular surfaces of the elbow joints	Irregular articular surfaces of the elbow joints	
c2877	HP Ontology	HP:0003946	Abnormality of the epiphyses of the elbow	Abnormality of end part of the elbow bone	
c2878	HP Ontology	HP:0003947	Delayed elbow epiphyseal ossification	Delayed maturation of the end part of the elbow bone	
c2879	HP Ontology	HP:0003948	Irregular epiphyses of the elbow	Irregular end part of the elbow bone	
c2880	HP Ontology	HP:0003949	Abnormal elbow metaphysis morphology	Abnormal wide portion of elbow bone	
c2881	HP Ontology	HP:0003950	Flared elbow metaphyses	Flared wide portion of elbow bone	
c2882	HP Ontology	HP:0003951	Distal humeral metaphyseal irregularity	Irregular metaphyses of elbow, Irregular wide portion of elbow bone	
c2883	HP Ontology	HP:0003952	Sclerotic foci of metaphyses of the elbow	Vertical linear mixed lucent and sclerotic pattern of metaphyses	
c2884	HP Ontology	HP:0003953	Absent forearm bone	Aplasia of the forearm bones, Absent forearm bone	
c2885	HP Ontology	HP:0003954	Angulated forearm bones	Angulated forearm bones	
c2886	HP Ontology	HP:0003955	Bone-in-a-bone appearance of forearm	Bone-in-a-bone appearance of forearm	
c2887	HP Ontology	HP:0003956	Bowed forearm bones	Bowed forearm bones	
c2888	HP Ontology	HP:0003957	Cortical thickening of the forearm bones	Cortical thickening of the forearm bones	
c2889	HP Ontology	HP:0003958	Cross-fusion of the forearm bones	Cross-fusion of the forearm bones	
c2890	HP Ontology	HP:0003959	Deformed forearm bones	Deformed forearm bones	
c2891	HP Ontology	HP:0003960	Exostoses of the forearm bones	Exostoses of the forearm bones	
c2892	HP Ontology	HP:0003961	Fractured forearm bones	Fracture of the forearm, Fractured forearm bones, Broken forearm	
c2893	HP Ontology	HP:0003963	Lytic defects of the forearm bones	Lytic defects of the forearm bones	
c2894	HP Ontology	HP:0003964	Osteoporotic forearm bones	Osteoporotic forearm bones	
c2895	HP Ontology	HP:0003965	Pseudarthrosis of the forearm bones	Pseudarthrosis of the forearm bones	
c2896	HP Ontology	HP:0003966	Sclerotic foci in forearm bones	Sclerotic foci in forearm bones	
c2897	HP Ontology	HP:0003967	Sclerotic forearm bones	Increased bone density of forearm bones	
c2898	HP Ontology	HP:0003969	Slender forearm bones	Slender forearm bones	
c2899	HP Ontology	HP:0003970	Undermodelled forearm bones	Undermodelled forearm bones	
c2900	HP Ontology	HP:0003971	Broad forearm bones	Wide forearm bones, Broad forearm bones	
c2901	HP Ontology	HP:0003973	Wide radioulnar joints	Broad radioulnar joints	
c2902	HP Ontology	HP:0003974	Absent radius	Absent ossification/absence of radius, Radial aplasia, Missing outer large bone of forearm, Aplasia of the radius, absence of radius and ulna	
c2903	HP Ontology	HP:0003975	obsolete Chevron-shaped/cone-shaped radius	obsolete Chevron-shaped/cone-shaped radius	
c2904	HP Ontology	HP:0003976	Constricted radius	Constricted radius	
c2905	HP Ontology	HP:0003977	Deformed radius	Deformed radius	
c2906	HP Ontology	HP:0003978	Fractured radius	Fractured radius	
c2907	HP Ontology	HP:0003979	Lytic defects of the radius	Lytic defects of the radius	
c2908	HP Ontology	HP:0003980	Pseudarthrosis of the radius	Pseudarthrosis of the radius	
c2909	HP Ontology	HP:0003981	Broad radius	Wide radius	
c2910	HP Ontology	HP:0003982	Aplasia of the ulna	Absent ossification/absent ulna, Absent ulna	
c2911	HP Ontology	HP:0003984	Posteriorly dislocated ulna	Posteriorly dislocated ulna	
c2912	HP Ontology	HP:0003985	Exostoses of the ulna	Exostoses of the ulna	
c2913	HP Ontology	HP:0003986	Exostoses of the radius	Exostoses of the radius	
c2914	HP Ontology	HP:0003987	Fractured ulna	Fractured ulna	
c2915	HP Ontology	HP:0003988	Long ulna	Disproportionately long ulnae	
c2916	HP Ontology	HP:0003989	Notched ulna	Notched ulna	
c2917	HP Ontology	HP:0003990	Pointed ulna	Pointed ulna	
c2918	HP Ontology	HP:0003991	Osteosclerosis of the ulna	Sclerotic ulna	
c2919	HP Ontology	HP:0003992	Slender ulna	Slender ulna	
c2920	HP Ontology	HP:0003993	Broad ulna	Broad ulna	
c2921	HP Ontology	HP:0003994	Dislocated wrist	Dislocations of the wrists, Dislocated wrist	
c2922	HP Ontology	HP:0003995	Abnormality of the radial head	Deformity of radial heads	
c2923	HP Ontology	HP:0003996	Flattened radial head	Flattened radial head	
c2924	HP Ontology	HP:0003997	Hypoplastic radial head	Small radial head	
c2925	HP Ontology	HP:0003998	Constricted radial neck	Constricted radial neck	
c2926	HP Ontology	HP:0003999	Abnormality of radial epiphyses	Abnormality of radial epiphyseal plates	
c2927	HP Ontology	HP:0004000	Cone-shaped distal radial epiphysis	Chevron-shaped distal radial epiphysis	
c2928	HP Ontology	HP:0004001	Medially deficient radial epiphyses	Medially deficient radial epiphyses	
c2929	HP Ontology	HP:0004002	Flattened radial epiphyses	Flattened radial epiphyses	
c2930	HP Ontology	HP:0004003	Medially flattened radial epiphyses	Medially flattened radial epiphyses	
c2931	HP Ontology	HP:0004004	Irregular radial epiphyses	Irregular radial epiphyses	
c2932	HP Ontology	HP:0004005	Large radial epiphyses	Large radial epiphyses	
c2933	HP Ontology	HP:0004006	Round radial epiphyses	Round radial epiphyses	
c2934	HP Ontology	HP:0004007	Sclerotic radial epiphyses	Sclerotic radial epiphyses	
c2935	HP Ontology	HP:0004008	Sloping radial epiphyses	Sloping radial epiphyses	
c2936	HP Ontology	HP:0004009	Medially sloping radial epiphyses	Medially sloping radial epiphyses	
c2937	HP Ontology	HP:0004010	Small radial epiphyses	Small radial epiphyses	
c2938	HP Ontology	HP:0004012	Premature fusion of the radial epiphyseal plates	Premature fusion of the radial epiphyseal plates	
c2939	HP Ontology	HP:0004013	Medially fused radial epiphyseal plates	Medially fused radial epiphyseal plates	
c2940	HP Ontology	HP:0004014	Broad radial epiphyseal plate	Wide radial epiphyseal plates	
c2941	HP Ontology	HP:0004015	Abnormal radial metaphysis morphology	Abnormality of radial metaphyses	
c2942	HP Ontology	HP:0004016	Cupped radial metaphyses	Cupped radial metaphyses	
c2943	HP Ontology	HP:0004017	Exostoses of the radial metaphysis	Exostoses of the radial metaphysis	
c2944	HP Ontology	HP:0004018	Flared radial metaphysis	Flared radial metaphysis	
c2945	HP Ontology	HP:0004019	Radial metaphyseal irregularity	Irregular radial metaphysis	
c2946	HP Ontology	HP:0004020	Irregular ossification of the radial metaphysis	Irregular ossification of the radial metaphysis	
c2947	HP Ontology	HP:0004021	Lytic defects of radial metaphysis	Lytic defects of radial metaphysis	
c2948	HP Ontology	HP:0004022	Sclerotic radial metaphysis with longitudinal striations	Sclerotic radial metaphysis with longitudinal striations	
c2949	HP Ontology	HP:0004023	Sloping radial metaphysis	Sloping radial metaphysis	
c2950	HP Ontology	HP:0004024	Medially sloping radial metaphysis	Medially sloping radial metaphysis	
c2951	HP Ontology	HP:0004025	Spurred radial metaphysis	Spurred radial metaphysis	
c2952	HP Ontology	HP:0004026	Broad radial metaphysis	Wide radial metaphysis	
c2953	HP Ontology	HP:0004027	Abnormality of radial diaphysis	Abnormality of radial diaphysis	
c2954	HP Ontology	HP:0004028	Spurs of radial diaphysis	Spurs of radial diaphysis	
c2955	HP Ontology	HP:0004029	Lytic defects of radial diaphysis	Lytic defects of radial diaphysis	
c2956	HP Ontology	HP:0004030	Patchy sclerosis of radial diaphysis	Patchy sclerosis of radial diaphysis	
c2957	HP Ontology	HP:0004031	Broad radial diaphysis	Wide radial diaphysis	
c2958	HP Ontology	HP:0004032	Abnormal olecranon morphology	Abnormality of the olecranon	
c2959	HP Ontology	HP:0004033	Curved olecranon	Curved olecranon	
c2960	HP Ontology	HP:0004034	Irregular olecranon	Irregular olecranon	
c2961	HP Ontology	HP:0004035	Abnormal ulnar styloid process morphology	Abnormality of the styloid process of ulna	
c2962	HP Ontology	HP:0004036	Long styloid process of ulna	Long styloid process of ulna	
c2963	HP Ontology	HP:0004037	Abnormal ulnar epiphysis morphology	Abnormality of the epiphyseal plate of the ulna, Abnormality of the ulnar epiphyses	
c2964	HP Ontology	HP:0004038	obsolete Bony spicule of ulnar epiphyseal plate	obsolete Bony spicule of ulnar epiphyseal plate	
c2965	HP Ontology	HP:0004039	Abnormal ulnar metaphysis morphology	Abnormality of ulnar metaphysis	
c2966	HP Ontology	HP:0004040	Corner fragments of ulnar metaphysis	Corner fragments of ulnar metaphysis	
c2967	HP Ontology	HP:0004041	Cupped ulnar metaphysis	Cupped ulnar metaphysis	
c2968	HP Ontology	HP:0004042	Ulnar metaphyseal irregularity	Irregular ulnar metaphysis	
c2969	HP Ontology	HP:0004043	Lytic defects of ulnar metaphysis	Lytic defects of ulnar metaphysis	
c2970	HP Ontology	HP:0004044	Pointed ulnar metaphysis	Pointed ulnar metaphysis	
c2971	HP Ontology	HP:0004045	Sloping ulnar metaphysis	Sloping ulnar metaphysis	
c2972	HP Ontology	HP:0004046	Spurred ulnar metaphysis	Spurred ulnar metaphysis	
c2973	HP Ontology	HP:0004047	Wide ulnar metaphysis	Broad ulnar metaphysis	
c2974	HP Ontology	HP:0004048	Narrow joint spaces of wrist	Narrow joint spaces of wrist	
c2975	HP Ontology	HP:0004049	Decreased carpal angles of wrist	Decreased carpal angles of wrist	
c2976	HP Ontology	HP:0004050	Absent hand	Absent hand, Acheiria	
c2977	HP Ontology	HP:0004051	Advanced ossification of the hand bones	Advanced ossification of the hand bones	
c2978	HP Ontology	HP:0004052	Delayed ossification of the hand bones	Delay maturation/delayed ossification of the hand	
c2979	HP Ontology	HP:0004053	Dysharmonic maturation of the hand bones	Disharmonic maturation of the hand bones, Dysharmonic ossification of the hand bones	
c2980	HP Ontology	HP:0004054	Sclerosis of hand bone	Increased bone density in hand bones, Generalised sclerosis of hand bones, Increased bone density in hand bone, Generalized sclerosis of hand bones, Hand bone sclerosis	
c2981	HP Ontology	HP:0004057	Mitten deformity	Pseudosyndactyly	
c2982	HP Ontology	HP:0004058	Hand monodactyly	Hand monodactyly	
c2983	HP Ontology	HP:0004059	Radial club hand	Radial club hand	
c2984	HP Ontology	HP:0004060	Trident hand	trident abnormality, trident deformity	
c2985	HP Ontology	HP:0004066	obsolete Laterally deviated thumb phalanges	obsolete Laterally deviated thumb phalanges	
c2986	HP Ontology	HP:0004083	obsolete Laterally deviated terminal thumb phalanx	obsolete Laterally deviated terminal thumb phalanx	
c2987	HP Ontology	HP:0004090	obsolete Advanced maturation/advanced ossification of terminal thumb phalanx epiphysis	obsolete Advanced maturation/advanced ossification of terminal thumb phalanx epiphysis	
c2988	HP Ontology	HP:0004095	Curved fingers	Curved fingers	
c2989	HP Ontology	HP:0004097	Deviation of finger	Finger pointing in a different direction than usual, Deviated fingers, Atypical position of finger	
c2990	HP Ontology	HP:0004099	Macrodactyly	Finger overgrowth, Megalodactyly	
c2991	HP Ontology	HP:0004100	Abnormal 2nd finger morphology	Abnormality of index finger, Abnormality of the 2nd finger	
c2992	HP Ontology	HP:0004110	obsolete Radially deviated index finger phalanges	obsolete Radially deviated index finger phalanges	
c2993	HP Ontology	HP:0004112	Midline nasal groove	Central nasal groove, Midline nasal groove	
c2994	HP Ontology	HP:0004121	obsolete Radially displaced proximal index finger phalanx	obsolete Radially displaced proximal index finger phalanx	
c2995	HP Ontology	HP:0004122	Midline defect of the nose	Central nasal defect, Midline defect of the nose, Midline nasal defect, Central defect of nose	
c2996	HP Ontology	HP:0004132	Dimple on nasal tip	Dimple on nasal tip, Dimpled tip of nose	
c2997	HP Ontology	HP:0004138	obsolete Metaphyseal abnormality of middle phalanx of the 2nd finger	obsolete Metaphyseal abnormality of middle phalanx of the 2nd finger	
c2998	HP Ontology	HP:0004139	obsolete Flared metaphysis of middle phalanx of index finger	obsolete Flared metaphysis of middle phalanx of index finger	
c2999	HP Ontology	HP:0004143	obsolete Radially deviated terminal index finger phalanx	obsolete Radially deviated terminal index finger phalanx	
c3000	HP Ontology	HP:0004144	obsolete Duplication of terminal index finger phalanx	obsolete Duplication of terminal index finger phalanx	
c3001	HP Ontology	HP:0004150	Abnormal 3rd finger morphology	Abnormality of the 3rd finger, Abnormality of the middle finger	
c3002	HP Ontology	HP:0004153	obsolete Overgrowth of middle finger	obsolete Overgrowth of middle finger	
c3003	HP Ontology	HP:0004157	obsolete Accessory middle-finger phalanges	obsolete Accessory middle-finger phalanges	
c3004	HP Ontology	HP:0004161	obsolete Periosteal new bone of middle finger phalanges	obsolete Periosteal new bone of middle finger phalanges	
c3005	HP Ontology	HP:0004162	obsolete Radially pointed middle finger phalanges	obsolete Radially pointed middle finger phalanges	
c3006	HP Ontology	HP:0004168	obsolete Radially pointed proximal middle-finger phalanx	obsolete Radially pointed proximal middle-finger phalanx	
c3007	HP Ontology	HP:0004172	Abnormality of the middle phalanx of the 3rd finger	Abnormal middle finger bone of the middle finger	
c3008	HP Ontology	HP:0004174	obsolete Accessory middle phalanx of middle finger	obsolete Accessory middle phalanx of middle finger	
c3009	HP Ontology	HP:0004175	obsolete Periosteal new bone of middle phalanx of middle-finger	obsolete Periosteal new bone of middle phalanx of middle-finger	
c3010	HP Ontology	HP:0004180	Short distal phalanx of the 3rd finger	Short outermost bone of the middle finger, Hypoplastic/small distal phalanx of the 3rd finger, Short distal phalanx of the third finger, Short terminal phalanx of middle finger	
c3011	HP Ontology	HP:0004183	obsolete Abnormality of the epiphyses of the terminal phalanx of the middle finger	obsolete Abnormality of the epiphyses of the terminal phalanx of the middle finger	
c3012	HP Ontology	HP:0004184	obsolete Cone-shaped epiphysis of terminal phalanx of the middle finger	obsolete Cone-shaped epiphysis of terminal phalanx of the middle finger	
c3013	HP Ontology	HP:0004185	obsolete Fused epiphysis of terminal phalanx of the middle finger	obsolete Fused epiphysis of terminal phalanx of the middle finger	
c3014	HP Ontology	HP:0004186	obsolete Large epiphysis of terminal phalanx of the middle finger	obsolete Large epiphysis of terminal phalanx of the middle finger	
c3015	HP Ontology	HP:0004187	obsolete Prematurely fused epiphysis of terminal phalanx of the middle finger	obsolete Prematurely fused epiphysis of terminal phalanx of the middle finger	
c3016	HP Ontology	HP:0004188	Abnormal 4th finger morphology	Abnormality of the ring finger, Abnormality of the 4th finger	
c3017	HP Ontology	HP:0004192	obsolete Bracket epiphyses of the 4th finger	obsolete Bracket epiphyses of the 4th finger	
c3018	HP Ontology	HP:0004193	obsolete Expanded phalanges of the ring finger	obsolete Expanded phalanges of the ring finger	
c3019	HP Ontology	HP:0004194	obsolete Hypoplastic phalanges of the ring finger	obsolete Hypoplastic phalanges of the ring finger	
c3020	HP Ontology	HP:0004195	Osteolytic defects of the phalanges of the 4th finger	Osteolytic defects of the phalanges of the 4th finger	
c3021	HP Ontology	HP:0004196	obsolete Short phalanges of the ring finger	obsolete Short phalanges of the ring finger	
c3022	HP Ontology	HP:0004197	Symphalangism of the 4th finger	Symphalangism of the ring finger, Fused ring finger bones	
c3023	HP Ontology	HP:0004198	obsolete Wide/broad phalanges of the ring finger	obsolete Wide/broad phalanges of the ring finger	
c3024	HP Ontology	HP:0004201	obsolete Expanded proximal phalanx of the ring finger	obsolete Expanded proximal phalanx of the ring finger	
c3025	HP Ontology	HP:0004202	obsolete Lytic defects of the proximal phalanx of the ring finger	obsolete Lytic defects of the proximal phalanx of the ring finger	
c3026	HP Ontology	HP:0004203	obsolete Short proximal phalanx of the ring finger	obsolete Short proximal phalanx of the ring finger	
c3027	HP Ontology	HP:0004207	Abnormal 5th finger morphology	Abnormality of the pinkie finger, Abnormality of the pinky finger, Abnormality of the 5th finger, Abnormality of the little finger	
c3028	HP Ontology	HP:0004209	Clinodactyly of the 5th finger	Clinodactyly of fifth digit, Permanent curving of the pinkie finger, Fifth finger clinodactyly, Bilateral fifth finger clinodactyly, Bilateral fifth digit clinodactyly, Clinodactyly of the little finger	
c3029	HP Ontology	HP:0004213	Abnormal 5th finger phalanx morphology	Abnormality of the pinkie finger bone, Abnormality of the pinky finger bone, Abnormality of the phalanges of the 5th finger, Abnormality of the little finger bone	
c3030	HP Ontology	HP:0004214	Curved phalanges of the 5th finger	Curved pinky finger bone, Curved pinkie finger bone, Curved little finger bone	
c3031	HP Ontology	HP:0004216	Osteolytic defects of the phalanges of the 5th finger	Lytic defects of the phalanges of the little finger	
c3032	HP Ontology	HP:0004218	Symphalangism of the 5th finger	Fused pinkie finger bones, Fused little finger bones, Fifth finger symphalangism, Symphalagism of the little finger, Fused pinky finger bones	
c3033	HP Ontology	HP:0004219	Abnormality of the middle phalanx of the 5th finger	Abnormality of the middle bone of little finger, Abnormality of the middle bone of pinkie finger, Abnormality of the middle bone of pinky finger	
c3034	HP Ontology	HP:0004220	Short middle phalanx of the 5th finger	Short middle bone of the pinkie finger, Type A3 brachydactyly, Hypoplastic/small middle phalanx of the 5th finger, Short middle bone of the little finger, Short middle bone of the pinky finger, Fifth finger mid-phalanx hypoplasia, Brachymesophalangism V, Hypoplastic middle phalanx of the 5th finger, Brachymesophalangy V (finger), Hypoplastic/small middle phalanx of the little finger, 5th finger middle phalangeal hypoplasia, Hypoplastic fifth finger middle phalanx, Short middle phalanx of the little finger	
c3035	HP Ontology	HP:0004222	Cone-shaped epiphysis of the distal phalanx of the 5th finger	Cone-shaped end part of the outermost pinky finger bone, Cone-shaped end part of the outermost pinkie finger bone, Cone-shaped epiphysis of the distal phalanx of the little finger, Cone-shaped end part of the outermost little finger bone	
c3036	HP Ontology	HP:0004223	Ivory epiphysis of the distal phalanx of the 5th finger	Ivory epiphysis of the terminal phalanx of the little finger, Increased bone density of end part of the outermost pinkie finger bone, Ivory epiphysis of the distal phalanx of the little finger, Increased bone density of end part of the outermost pinky finger bone, Increased bone density of end part of the outermost little finger bone	
c3037	HP Ontology	HP:0004224	Abnormality of the epiphysis of the middle phalanx of the 5th finger	Abnormality of the end part of middle pinkie finger bone, Abnormality of the end part of middle little finger bone, Abnormality of the end part of middle pinky finger bone	
c3038	HP Ontology	HP:0004225	Abnormality of the distal phalanx of the 5th finger	Abnormality of the distal phalanx of the little finger, Abnormality of the outermost pinky finger bone, Abnormality of the terminal phalanx of the little finger, Abnormality of the outermost pinkie finger bone, Abnormality of the outermost little finger bone	
c3039	HP Ontology	HP:0004226	Curved distal phalanx of the 5th finger	Curved outermost pinkie finger bone, Curved terminal phalanx of the little finger, Curved outermost little finger bone, Curved outermost pinky finger bone	
